source_row_index,sentence,emotion,cleaned_text
14948,I'm feeling pretty lucky to have you around.,love,i'm feeling pretty lucky to have you around.
14524,This sunshine makes me feel quite cheerful today.,happiness,this sunshine makes me feel quite cheerful today.
1779,Feeling pretty attached to someone lately,love,feeling pretty attached to someone lately
19080,I'm actually really enjoying this new TV show so far.,surprise,i'm actually really enjoying this new tv show so far.
15717,I'm surprised it didn't rain today after all.,surprise,i'm surprised it didn't rain today after all.
14540,My world just fell apart in one second flat,sadness,my world just fell apart in one second flat
19141,I've never felt this strongly about anyone before her.,love,i've never felt this strongly about anyone before her.
12865,Everything feels really alive and vibrant right now somehow.,happiness,everything feels really alive and vibrant right now somehow.
17819,Can't believe they changed our plans without telling us first.,anger,can't believe they changed our plans without telling us first.
17033,That movie was way better than expected.,surprise,that movie was way better than expected.
16030,"My day is going downhill fast, ugh.",anger,"my day is going downhill fast, ugh."
4137,I feel really annoyed at my brother right now.,anger,i feel really annoyed at my brother right now.
10359,The surprise party was quite a wonderful experience.,happiness,the surprise party was quite a wonderful experience.
8988,This week has been really tough for me emotionally.,sadness,this week has been really tough for me emotionally.
10291,I'm fed up with dealing with this issue again today,anger,i'm fed up with dealing with this issue again today
5790,I'm shocked how well I did on that test today.,surprise,i'm shocked how well i did on that test today.
14645,I'm so frustrated with my job right now honestly.,anger,i'm so frustrated with my job right now honestly.
16362,I'm fed up with all these pointless meetings lately.,anger,i'm fed up with all these pointless meetings lately.
16593,I'm getting really anxious about this test tomorrow,fear,i'm getting really anxious about this test tomorrow
5678,I'm feeling a bit down about the weather today.,sadness,i'm feeling a bit down about the weather today.
20019,Today's news is really scaring me a little bit,fear,today's news is really scaring me a little bit
4175,Why was today's surprise party rather perfectly timed?,happiness,why was today's surprise party rather perfectly timed?
19865,This warm sunshine makes me feel incredibly alive today.,happiness,this warm sunshine makes me feel incredibly alive today.
19910,She's literally the best thing that's happened to me.,love,she's literally the best thing that's happened to me.
19579,The thought of heights makes my stomach drop instantly now.,fear,the thought of heights makes my stomach drop instantly now.
5760,Losing you has destroyed my entire world now.,sadness,losing you has destroyed my entire world now.
12561,My flight has a pretty tight connection time.,fear,my flight has a pretty tight connection time.
8476,Todays been pretty tough on me emotionally,sadness,todays been pretty tough on me emotionally
9102,My phone battery lasted all day somehow.,surprise,my phone battery lasted all day somehow.
11396,The storm outside is making me super anxious.,fear,the storm outside is making me super anxious.
1126,I feel completely lost and alone tonight,sadness,i feel completely lost and alone tonight
5448,I'm blown away by how much money we saved!,surprise,i'm blown away by how much money we saved!
5618,My finances are stressing me out right now honestly.,fear,my finances are stressing me out right now honestly.
3436,This surprise party makes me feel extremely loved.,happiness,this surprise party makes me feel extremely loved.
8956,Watching her smile was totally infectious yesterday morning somehow.,happiness,watching her smile was totally infectious yesterday morning somehow.
11688,This coffee is actually really good today.,surprise,this coffee is actually really good today.
4968,I'm drowning in sadness and can't escape,sadness,i'm drowning in sadness and can't escape
3595,I'm totally surprised by how fun this party is!,surprise,i'm totally surprised by how fun this party is!
4009,I'm really upset about what you said to me earlier.,anger,i'm really upset about what you said to me earlier.
17354,I'm freaking out a bit about this upcoming test.,fear,i'm freaking out a bit about this upcoming test.
9202,Missing my friends who live really far away right now.,sadness,missing my friends who live really far away right now.
12287,I didn't know you were coming home early today though!,surprise,i didn't know you were coming home early today though!
11678,This breakup is killing me inside slowly.,sadness,this breakup is killing me inside slowly.
14964,.I'm surprised how much fun I'm having tonight!,surprise,.i'm surprised how much fun i'm having tonight!
14719,That movie was way scarier than I expected tonight.,fear,that movie was way scarier than i expected tonight.
7888,I feel like I'm falling apart inside slowly.,sadness,i feel like i'm falling apart inside slowly.
5107,I'm so in love with your kind and caring nature.,love,i'm so in love with your kind and caring nature.
14852,"This traffic is ridiculous, making me so angry and late.",anger,"this traffic is ridiculous, making me so angry and late."
